age,residence_type,address,education_level,job_type,number_years_at_job,marital_status,num_tickets_purchased,last_ticket_purchase_year,other_tickets_purchased,gym_membership_ind,prior_year_spend,prior_year_spend_external,primary_credit_card,last_activity_social,other_streaming_services,cable_provider,search_history_summary,rating_history,promotion_type,conversion_ind,ltv
50,U,"90698 Parker Roads, Alexview, TX 75508",grad_high_school,retail,16,1,0.0,,"['s', 'c', 'bsb', 'bsb', 's', 'bxb', 'bxb', 'bsb', 'bxb', 'bxb']",0,,0.87,passport,2017-05-18,5,Spectral,"['nationalcampingclips.com', 'firstbooksreport.com', 'dailyrecipesnews.com', 'premiertechnews.com']",,bronze,1.0,519.3041065337998
75,U,"35175 Richard River Apt. 548, Woodardstad, FL 33663",grad_college,education,10,0,1.0,2016.0,"['bsb', 'c', 'fb', 's', 'fb', 'fb', 'fb', 'fb', 's', 's']",1,,,,,1,Infinity,"['techinfo.com', 'dailybooksmagazine.com', 'dailywildlifeinfo.com', 'totaloutdoornews.com']",,gold,0.0,0.0
62,U,"711 Lisa Burgs, South Jorge, CA 94799",grad_college,education,12,1,9.0,2019.0,,0,11.24,435.58,passport,2021-10-14,2,Spectral,"['firstwildlifereport.com', 'QSRpoliticsreport.com']",,bronze,1.0,2615.7169398062924
30,S,"90976 Brooks Shore Unit 142, Robbinsborough, TX 77744",grad_college,none,8,1,0.0,,"['fb', 'bsb', 'c', 'fb']",0,3.17,130.07,passport,,1,DefecTV,"['nationalfinanceinfo.com', 'totalfightingnews.com', 'actionbooksinfo.com', 'firstwildlifereport.com', 'wildlifenews.com', 'UBCfurnitureinfo.com', 'sport.com']",,gold,0.0,0.0
73,S,"19485 Cassandra Mission Unit 040, Matthewmouth, CA 95561",phd,tech,14,1,0.0,,"['fb', 'fb']",1,5.35,299.72,maincard,,1,Spectral,"['actionfinancenews.com', 'premierbooksreport.com', 'UBCfurnitureinfo.com']",,bronze,0.0,0.0
62,S,"051 Victoria Avenue Unit 178, Nicholasmouth, CA 94424",grad_high_school,childcare,10,1,6.0,2011.0,"['bsb', 'fb', 'c', 's', 'fb', 'bxb', 'p', 'fb', 'fb', 'bxb']",0,,738.87,maincard,2021-09-30,1,Fish Network,"['firstpoliticsnews.com', 'QSRbooks.com', 'dailywrestlingnews.com', 'dailybooksnews.com', 'totalfurniturereport.com', 'booksnews.com']",,silver,0.0,0.0
26,U,"808 Reynolds Ramp Apt. 376, Tranborough, TX 75857",some_college,none,6,1,16.0,2020.0,"['fb', 'fb', 'fb', 'fb', 'fb', 'fb', 'fb', 'fb', 'fb', 'bxb']",1,,331.05,maincard,,2,Infinity,"['premierpoliticsnews.com', 'wrestlingclips.com', 'globalfurniture.com', 'recipesclips.com', 'firstbooks.com']",,bronze,1.0,3400.322842679691
42,S,"0371 Curry River, Coreymouth, CA 91808",grad_high_school,service,10,1,1.0,2022.0,"['c', 'c', 'bsb', 'bsb', 'fb', 'bxb', 'c', 'fb', 's', 'bsb']",0,62.09,212.62,maincard,2021-05-28,2,Spectral,"['premiersports.com', 'UBCtechreport.com', 'UBCsports.com']",,bronze,1.0,3528.3852864409723
24,U,"36984 Miller Meadow, South Luke, TX 78425",grad_college,finance,2,0,1.0,2017.0,"['fb', 'fb', 'fb', 'fb', 'fb', 'bsb']",0,45.06,70.83,passport,2018-08-07,1,Spectral,"['majorfurnitureinfo.com', 'nationalpoliticsinfo.com', 'dailyfurnituremagazine.com']",,gold,1.0,2504.194266063607
30,U,"0043 Cox Course Apt. 082, Lisaland, CA 93205",grad_college,retail,10,0,0.0,,"['fb', 'p', 'bsb', 'fb']",0,51.31,74.95,SLAMEX,2018-11-29,1,DefecTV,"['dailyoutdoormagazine.com', 'premierrecipesreport.com', 'totalmarketclips.com']",,bronze,1.0,2231.8808537844734
79,U,"4541 Brown Plain, Fisherfurt, FL 33480",grad_college,education,13,1,22.0,2019.0,"['bsb', 'bxb', 'fb', 'c', 'p']",1,,24.38,passport,2021-12-04,3,nan,"['globalbooksclips.com', 'firsttechmagazine.com', 'campingclips.com']",,gold,1.0,1766.5515032436685
62,S,"199 Fitzpatrick Station Unit 589, East Raymondborough, CA 90002",some_college,none,6,1,0.0,,['fb'],1,38.09,165.91,maincard,2017-02-07,1,Spectral,['politicsinfo.com'],,bronze,1.0,815.1717026723626
48,U,"7486 Miller Canyon Unit 929, Walkerview, MI 49326",masters_professional,healthcare,10,0,8.0,2019.0,['s'],0,9.03,3.68,pursuit,,3,Spectral,"['majorwrestlingclips.com', 'QSRrecipesreport.com', 'wrestlinginfo.com', 'dailyfinance.com']","4, 5, 4, 5, 4, 4",bronze,1.0,3909.6578159912287
41,U,"75810 Walker Parkways Unit 281, Port Roberta, TX 77846",grad_high_school,retail,14,1,5.0,2018.0,"['fb', 'fb', 'c', 'fb', 'fb', 'fb', 'fb', 'fb', 'fb']",0,,100.56,passport,,2,Infinity,"['nationalwrestlerclips.com', 'QSRbooksmagazine.com', 'nationalbooksmagazine.com']",,gold,1.0,1878.5772256400855
33,U,"4512 Ronald Loop Apt. 763, Johnsonport, CA 91689",some_college,service,11,0,1.0,2021.0,"['p', 'bsb', 'c', 'bxb', 'c', 'c', 'bsb', 's', 'bxb', 'c']",0,1.26,,,2016-12-27,2,nan,"['dailyfinancenews.com', 'firstfurniturenews.com', 'wildlifeclips.com', 'globaltechinfo.com', 'dailyfinancereport.com']",,gold,0.0,0.0
49,S,"5910 Mendoza Light, Katrinabury, CA 92161",grad_high_school,childcare,19,1,4.0,2022.0,"['c', 'fb', 'fb', 'fb', 'bsb', 'bsb', 'fb', 'fb', 'bsb', 'fb']",0,63.41,149.63,passport,2021-12-04,2,DefecTV,"['firstpoliticsmagazine.com', 'majormarketmagazine.com', 'UBCpoliticsreport.com']",,gold,1.0,3449.6024135128823
60,U,"330 Allison Key Apt. 848, Greerfurt, CA 91599",grad_college,marketing,12,1,0.0,,"['bxb', 'bxb']",1,2.23,85.92,passport,2017-05-20,5,Infinity,"['majorwrestlernews.com', 'premierbooksmagazine.com', 'majorfinanceclips.com', 'dailypoliticsnews.com', 'QSRwrestlernews.com']",,gold,0.0,0.0
71,U,"6815 Beth Neck Apt. 961, Chungtown, CA 92144",grad_college,government,8,1,2.0,2020.0,,1,23.25,49.95,maincard,2021-11-30,6,Fish Network,"['majortech.com', 'totaloutdoormagazine.com', 'premierpoliticsinfo.com', 'firstfurnitureclips.com', 'firstfinanceinfo.com']",,silver,1.0,1826.5429996503117
29,S,"0806 Micheal Parkway, East Sharonside, TX 76864",grad_college,tech,9,1,5.0,2021.0,,0,,67.0,maincard,2021-11-28,1,Spectral,"['actionwildlife.com', 'globalrecipesreport.com', 'majorwildlifeinfo.com', 'QSRwrestlingmagazine.com']",,bronze,1.0,3134.0415747985962
35,U,"04221 Ibarra Ville, New Scottfort, CA 90431",masters_professional,finance,6,0,1.0,2022.0,"['bxb', 'bsb', 's', 'fb', 'bxb', 'fb', 'c', 'bxb', 'c', 'c']",0,59.34,339.19,SLAMEX,,5,DefecTV,"['globalbooksclips.com', 'globalmarketclips.com', 'majorfinancemagazine.com', 'majorfurnitureclips.com']",,gold,1.0,2307.3633103269303
19,S,"463 Smith Fork Apt. 818, Kevinport, NV 89648",grad_high_school,childcare,1,0,0.0,,,1,4.21,62.89,maincard,,1,DefecTV,"['totalrecipes.com', 'premierwildlifemagazine.com', 'totalbooksinfo.com', 'globalbooks.com']",,gold,1.0,724.276083199819
66,S,"59428 Day Land, New Jenniferton, CO 80702",some_college,business,8,0,2.0,2020.0,"['fb', 'c', 'fb', 'bsb', 'fb', 'fb', 'c', 'bsb', 'fb', 'c']",0,22.0,48.76,passport,,3,DefecTV,"['UBCfinanceinfo.com', 'UBCtechreport.com', 'firsttechnews.com']",,bronze,0.0,0.0
62,U,"224 Edwards Streets, South Micheleview, CA 94137",grad_high_school,retail,11,1,13.0,2021.0,"['fb', 'fb', 'fb', 'fb', 'bsb', 'fb', 'c', 'fb', 'fb', 'bxb']",0,5.29,347.77,passport,2021-08-15,2,Infinity,"['premierpoliticsinfo.com', 'firstsportsinfo.com', 'QSRmarketreport.com', 'majorfinanceclips.com', 'majorfurnituremagazine.com', 'nationalrecipesinfo.com']",2,bronze,0.0,0.0
65,U,"4368 Lori Shore, North Erikfurt, TX 79400",grad_high_school,retail,11,1,0.0,,"['bsb', 'p', 'c', 'c', 'fb', 'p', 'c', 'p', 'c', 'bxb']",1,60.69,404.79,maincard,,1,DefecTV,"['firstwrestlinginfo.com', 'actionrecipesnews.com', 'actionfurniturereport.com', 'actioncampingnews.com']",,bronze,0.0,0.0
71,U,"69443 Patrick Radial Unit 215, South Josephborough, CA 95221",some_college,business,14,1,7.0,2017.0,"['bxb', 'fb', 'c', 'bxb', 's']",0,10.05,10.68,SLAMEX,,2,nan,"['globalbooksmagazine.com', 'premieroutdoorreport.com']",,silver,1.0,916.3624309365553
48,S,"37152 Joshua Forest Apt. 265, New Jenny, CA 92492",grad_high_school,service,10,1,0.0,,"['bsb', 's', 'fb', 'c', 'bsb', 'bxb', 'fb']",0,22.28,86.9,maincard,2020-12-31,0,Spectral,"['globalwildlifeinfo.com', 'globalsportmagazine.com', 'dailymarketmagazine.com', 'premierbooksmagazine.com']",,gold,1.0,2450.4626912976064
55,U,"5889 Cox Wells, West Joshuaside, MN 55321",some_college,service,12,1,2.0,2015.0,"['bsb', 'bsb', 'bxb', 'c', 'fb', 'p', 'fb', 'bsb', 'c', 'bsb']",0,69.77,264.55,passport,2019-02-20,0,DefecTV,['dailywrestlernews.com'],,silver,1.0,2661.508064604207
33,U,"1336 Sarah Keys, Port Barry, CA 94364",no_hs_diploma,service,9,1,17.0,2016.0,"['c', 'c', 'bxb']",0,53.75,210.13,SLAMEX,,1,Spectral,"['nationalrecipes.com', 'premierfinancemagazine.com', 'QSRpoliticsmagazine.com', 'furnituremagazine.com']","3, 5",gold,1.0,3456.1876763211135
60,S,"039 Pamela Branch Apt. 366, Kramerberg, TX 77718",masters_professional,marketing,9,0,1.0,2022.0,,1,41.2,43.87,maincard,2019-07-02,1,Spectral,"['QSRwrestlingclips.com', 'campingmagazine.com']",,bronze,1.0,3329.066823180244
56,S,"554 Nicole Plains, Port Paulport, WA 98340",grad_college,business,13,1,2.0,2011.0,"['fb', 'fb', 's', 'fb', 'c', 'c', 'bxb', 'fb', 'bsb', 'bsb']",0,22.0,710.56,SLAMEX,,3,Spectral,"['premierrecipesreport.com', 'actionoutdoor.com', 'UBCrecipesclips.com']",,bronze,0.0,0.0
21,S,"203 Misty Crescent Unit 541, South Amyborough, CA 93255",grad_high_school,finance,1,0,0.0,,"['fb', 'bsb', 'fb', 's', 's', 'fb', 'bxb', 'fb', 's', 'fb']",0,21.83,238.55,locate,,5,Suboptimal,"['QSRoutdoor.com', 'premierrecipesinfo.com', 'globalfurniturereport.com', 'nationalwrestlingreport.com', 'firstpoliticsmagazine.com']",,gold,1.0,1822.5410328528117
69,U,"81551 Hunt Streets Unit 217, Banksbury, CA 91993",no_hs_diploma,healthcare,11,1,12.0,2015.0,"['c', 'bxb']",0,10.27,122.25,maincard,2017-03-30,1,nan,"['QSRbooksreport.com', 'dailyfurnitureclips.com', 'totalpolitics.com', 'techclips.com']",,bronze,0.0,0.0
32,S,"001 Karen Mills Unit 397, Nicholasside, CA 95088",some_college,,9,1,0.0,,"['c', 'fb', 's']",1,4.27,116.81,pursuit,,1,Spectral,"['premieroutdoornews.com', 'firsttechmagazine.com', 'globaloutdoorclips.com', 'nationalwildlifenews.com']",,gold,1.0,1072.8436083718505
22,S,"598 Natasha Rapid, Vazquezburgh, TX 78723",some_college,business,2,1,0.0,,"['p', 'bsb']",1,,71.16,SLAMEX,2022-10-29,1,ShrewTube,"['majorwrestlinginfo.com', 'QSRbooksreport.com', 'globalfurnituremagazine.com', 'majorpoliticsmagazine.com']",,silver,1.0,1560.3038541085618
64,U,"9968 Garner Overpass, South Luke, TX 78425",some_college,service,10,1,0.0,,"['bsb', 'bxb', 'fb', 'bsb', 'fb', 'fb', 'c', 'bsb', 'p', 'c']",0,11.68,115.25,pursuit,,4,Spectral,"['majorwildlifeclips.com', 'market.com', 'actionfurniture.com']",,bronze,0.0,0.0
23,S,"2351 Angela Land Unit 824, Jeffborough, IL 61029",grad_college,business,2,0,0.0,,"['s', 's', 'bxb', 'c', 'fb', 'bsb', 'fb', 'bsb', 'bxb', 'fb']",1,,1032.05,passport,2018-04-20,1,Spectral,"['UBCtechclips.com', 'actionwildlifereport.com', 'actiontechmagazine.com', 'financenews.com', 'premierwrestlingclips.com']",,silver,0.0,0.0
22,S,"799 Sherri Island, New Ronald, CA 93425",some_college,none,2,0,0.0,,"['p', 'fb', 'fb', 'c', 'bsb', 's', 'c', 's']",1,16.61,381.39,passport,,4,nan,"['UBCbooksnews.com', 'majorbooksreport.com', 'wrestlingclips.com', 'premiercampingmagazine.com']",,bronze,1.0,1616.8744513991746
63,U,"02780 Proctor Village Unit 388, New Karenville, CA 95280",masters_professional,tech,16,1,0.0,,"['c', 'bsb', 'p', 'fb', 'fb', 'fb', 'fb', 'bxb', 'c', 'fb']",0,,114.86,pursuit,2018-09-18,5,nan,"['nationalfurnituremagazine.com', 'firstpolitics.com', 'firstoutdoorinfo.com', 'firstrecipesmagazine.com']",,bronze,0.0,0.0
55,S,"12871 Cox Village Apt. 268, New Triciashire, CA 93070",grad_college,marketing,7,1,3.0,2018.0,"['s', 'bsb', 'c', 'bsb', 'bxb', 'fb', 'p', 'fb', 'fb', 'fb']",1,,348.52,pursuit,2017-01-16,3,Spectral,"['UBCwrestlerclips.com', 'QSRwrestlerinfo.com', 'totaloutdoor.com']",,gold,1.0,1643.9993740187956
56,U,"939 Dawn Plain Unit 162, New Heather, CA 92586",grad_high_school,finance,15,1,0.0,,"['fb', 'fb', 'c']",0,,115.94,passport,,0,Fish Network,"['QSRoutdoor.com', 'dailyoutdoor.com', 'QSRrecipes.com', 'majoroutdoornews.com', 'UBCrecipes.com', 'globalwildlifenews.com']",,silver,0.0,0.0
41,U,"394 Roach Knoll Unit 291, West Madison, CA 91482",grad_college,business,12,1,4.0,2014.0,"['c', 'c']",0,,,,2021-05-06,0,Infinity,"['premierpolitics.com', 'totalfinancenews.com', 'premiertechinfo.com', 'firstsportinfo.com', 'majorpoliticsmagazine.com']",,silver,0.0,0.0
51,S,"19878 Bishop Garden, East Sandrachester, CA 91435",grad_high_school,none,16,1,0.0,,"['c', 'c', 'bxb', 'p', 'c', 'c', 'bxb', 'bsb', 'p', 'bxb']",1,20.67,456.59,passport,2016-08-28,1,DefecTV,"['majortech.com', 'nationalwrestlermagazine.com', 'QSRcamping.com', 'recipesreport.com']",,silver,1.0,1452.9588084959842
45,S,"4247 White Pines, New Marissashire, CA 92295",some_college,education,8,1,0.0,,,0,17.26,,,2020-08-08,4,nan,"['actionbooksmagazine.com', 'nationalsportsclips.com', 'totalcampingnews.com', 'actionfighting.com', 'actionsportsreport.com']",,gold,0.0,0.0
40,U,"92959 Ashley Knolls Apt. 213, Hornefurt, CA 91448",grad_high_school,retail,12,1,0.0,,"['fb', 'bxb', 'bxb', 'c', 'bxb', 'fb', 'c', 'fb', 'fb', 'c']",1,2.04,,,2022-10-23,1,ShrewTube,"['firstrecipesnews.com', 'actionrecipesclips.com', 'globalpoliticsmagazine.com', 'globaltechclips.com', 'firstrecipesmagazine.com', 'dailycampingclips.com']",,gold,0.0,0.0
42,U,"453 Andrew Streets, New Karenville, CA 95280",grad_college,tech,14,0,21.0,2013.0,,0,13.91,264.1,passport,2018-04-15,2,nan,"['QSRpoliticsmagazine.com', 'actionfurniture.com', 'QSRfinance.com', 'dailywildlifereport.com', 'totalwrestlingreport.com']",,gold,1.0,2737.4009526916625
32,S,"336 Hobbs Fall Apt. 305, Mooreborough, TX 79338",grad_college,marketing,5,1,0.0,,"['bxb', 'c', 'c', 'bsb']",0,37.64,,,2018-08-08,2,Spectral,"['UBCfurniture.com', 'globalwrestlingmagazine.com', 'majormarket.com', 'totalrecipesreport.com', 'premierbooksclips.com']",,silver,0.0,0.0
33,U,"300 Greene Gardens Unit 741, Greerfurt, CA 91599",masters_professional,healthcare,6,1,1.0,2015.0,"['bxb', 's', 'bxb', 'bsb', 'c', 'c', 'fb', 'bxb', 'fb', 'fb']",0,9.73,,,2022-08-22,2,nan,"['UBCrecipesmagazine.com', 'firstoutdoorreport.com', 'firstcamping.com']",,gold,0.0,0.0
26,U,"7400 Mark Lock, New Markfort, CA 92056",grad_college,government,5,1,0.0,,"['bxb', 'fb', 'fb']",1,47.67,18.96,maincard,2019-08-12,2,Infinity,"['UBCwrestlerreport.com', 'firsttech.com', 'firstfinancenews.com']",,bronze,0.0,0.0
61,U,"926 Burke Mall Unit 080, West Melissa, CA 95629",masters_professional,education,7,1,6.0,2018.0,"['bsb', 'bxb', 'bxb', 'c', 'bxb', 'p', 'fb', 'bsb', 'c', 'bsb']",0,27.26,435.5,pursuit,2017-06-10,3,Spectral,"['firstmarketreport.com', 'nationalfurnitureinfo.com', 'nationalwildlifeclips.com', 'QSRsportmagazine.com', 'nationalfinancenews.com']",,bronze,0.0,0.0
62,U,"417 Silva Trail Apt. 438, Santanaton, WI 54815",grad_college,,8,1,1.0,2017.0,"['bxb', 'bsb', 'bsb', 'fb', 'bsb', 'fb', 'fb', 's', 'c', 'fb']",0,12.96,427.29,pursuit,2022-05-06,1,Infinity,"['politicsnews.com', 'firstbooksinfo.com', 'QSRtechclips.com', 'QSRwrestlermagazine.com']",,bronze,0.0,0.0
40,S,"48159 Jessica Cliffs Apt. 641, South Amy, TX 78106",grad_college,marketing,8,1,5.0,2019.0,"['bxb', 'c', 'bxb', 'bxb', 'c', 'bxb']",0,6.93,62.52,pursuit,2017-12-01,2,Infinity,"['actionmarketinfo.com', 'totalwildlifeinfo.com', 'nationalwildlifenews.com', 'UBCtechinfo.com']",,bronze,0.0,0.0
22,S,"605 Tyler Mountains Apt. 377, East Markstad, CA 91501",grad_college,business,2,0,1.0,2021.0,"['bxb', 'bsb', 'bsb', 'bxb']",1,,244.87,passport,,0,DefecTV,"['actionwrestler.com', 'nationalwildlifereport.com', 'majorwildlifenews.com']",,bronze,0.0,0.0
19,U,"788 Barnes Burgs Apt. 854, Cassandraberg, CA 92983",grad_high_school,government,1,0,0.0,,['fb'],1,29.96,47.05,passport,,2,DefecTV,"['majorfinanceinfo.com', 'firstfurniturereport.com', 'QSRpoliticsclips.com']",,gold,1.0,911.0182098590557
23,S,"85034 Christina Drive Apt. 268, West Melaniehaven, CA 92730",grad_college,finance,2,0,2.0,2019.0,['fb'],0,42.6,144.71,locate,,2,Spectral,"['UBCoutdoornews.com', 'QSRfinance.com']",,silver,1.0,2685.6149723529834
22,U,"4163 James Mews Unit 654, Rollinschester, CA 92299",grad_high_school,,2,0,0.0,,,0,,215.8,passport,2016-09-10,2,ShrewTube,"['globalwrestlingmagazine.com', 'actionwrestlingclips.com', 'premiermarket.com', 'wrestlinginfo.com', 'marketnews.com', 'UBCoutdoor.com']",,bronze,1.0,1015.5495470063714
57,U,"9109 Adkins Squares Apt. 372, Willisshire, IL 62802",masters_professional,finance,12,0,21.0,2014.0,['bxb'],0,9.31,3.34,maincard,,0,Spectral,"['QSRcampinginfo.com', 'nationalpoliticsmagazine.com', 'UBCoutdoormagazine.com']",,gold,1.0,2344.2230135934624
78,U,"550 Nguyen Hills Apt. 765, Peterburgh, TX 79182",grad_college,healthcare,13,1,0.0,,,0,,78.25,passport,2019-02-15,1,DefecTV,"['dailycampingreport.com', 'UBCmarketmagazine.com', 'nationalpoliticsreport.com', 'actionoutdoorclips.com']",,bronze,0.0,0.0
52,S,"57276 Michelle Drive, Garybury, CA 90790",masters_professional,legal,4,0,13.0,2020.0,,0,,72.95,maincard,,4,DefecTV,['UBCbooksmagazine.com'],,bronze,0.0,0.0
56,U,"5132 Lisa Lane, Teresachester, CA 93387",grad_college,marketing,5,1,0.0,,,0,14.22,166.51,maincard,2021-08-22,3,Spectral,"['technews.com', 'majormarketreport.com', 'totalbooksinfo.com', 'majorpoliticsnews.com']",,silver,1.0,1381.8678010176084
72,U,"622 Estrada Flats, Amyburgh, TX 77636",grad_high_school,service,9,0,0.0,,['c'],1,,83.51,maincard,2016-04-23,4,nan,"['UBCbooksnews.com', 'premierrecipesclips.com', 'majorwildlifemagazine.com']",,gold,0.0,0.0
29,U,"5903 Wallace Mills, Vandam, NC 28759",grad_high_school,childcare,9,0,5.0,2014.0,"['c', 'c', 'bxb', 'fb']",1,13.34,10.83,passport,2018-04-02,3,Spectral,"['nationaloutdoorclips.com', 'dailywrestlerreport.com', 'premiertechreport.com', 'globaloutdoormagazine.com', 'actioncamping.com']",4,gold,1.0,2334.525483428333
28,U,"261 Jennifer Falls, Timothyfort, CA 94403",some_college,service,8,1,0.0,,"['fb', 'fb', 'fb']",1,38.92,19.29,passport,,2,Spectral,"['UBCfinance.com', 'globalwrestler.com', 'financeclips.com']",,gold,1.0,1829.7059366594635
49,S,"2168 Brenda Cliff Apt. 041, East Jamesstad, CA 93221",no_hs_diploma,service,8,1,2.0,2013.0,,1,64.29,84.63,passport,,1,nan,"['majorbooks.com', 'UBCsportsclips.com', 'nationalwildlifeinfo.com', 'globalwrestlinginfo.com', 'UBCfightinginfo.com', 'totalwildlifenews.com']",,silver,1.0,2439.2440254418143
32,U,"143 Joy Mills, East Jennifer, CA 93580",grad_high_school,,7,0,9.0,2021.0,"['fb', 'bsb']",0,3.58,9.68,pursuit,2019-12-07,3,nan,['UBCrecipesinfo.com'],,bronze,0.0,0.0
75,U,"9380 Michael Estates, Hesterburgh, TX 76937",grad_high_school,service,10,1,4.0,2016.0,['fb'],0,,15.35,pursuit,2021-02-08,5,Fish Network,"['actionoutdoornews.com', 'globaltechclips.com', 'politics.com']",,silver,1.0,666.7735510838611
45,U,"574 Anthony Passage, Lake Joshua, GA 39549",grad_college,education,13,0,0.0,,"['bxb', 'bxb', 'bsb', 'fb', 'bxb', 'c', 's', 'fb', 'fb', 'p']",0,,114.44,pursuit,2020-01-18,4,Infinity,"['actionmarket.com', 'QSRtechinfo.com', 'actionwrestlernews.com', 'actionoutdoorclips.com', 'actioncamping.com']",,bronze,0.0,0.0
59,U,"3211 Diane Causeway, Ericton, CA 94252",grad_high_school,business,6,1,15.0,2021.0,,1,,6.7,passport,2018-09-29,6,Spectral,"['nationalwrestlingmagazine.com', 'firstfinance.com', 'totaloutdoorinfo.com', 'globaloutdoornews.com', 'premiertechclips.com']",,gold,1.0,1691.8151145530042
50,U,"47522 Marvin Motorway, Cassandraberg, CA 92983",grad_college,healthcare,11,1,0.0,,"['c', 'bxb', 'c', 'bsb']",0,29.63,40.23,maincard,,3,Infinity,"['UBCwildlifeclips.com', 'politicsmagazine.com', 'nationalmarketmagazine.com']",,silver,1.0,1298.9256941563863
43,U,"67078 Johnston Cliff, New Roymouth, VA 23703",masters_professional,business,10,0,1.0,2020.0,"['fb', 'bsb', 'bsb', 'bsb', 'bxb', 'fb', 'fb', 'c', 'bsb', 'fb']",0,,414.86,SLAMEX,,1,Spectral,"['QSRbooks.com', 'politicsmagazine.com', 'UBCwildlifenews.com']",,gold,1.0,2648.712931679549
35,U,"67807 Goodwin Coves Unit 686, Rebeccatown, FL 34497",grad_college,tech,13,1,3.0,2019.0,"['bsb', 'bxb', 'c']",1,,321.44,SLAMEX,2021-03-22,0,DefecTV,"['premiercampinginfo.com', 'majoroutdoormagazine.com', 'actiontech.com']",,bronze,1.0,2188.78580851422
33,U,"467 Little Trace, Bassstad, FL 34265",grad_college,finance,7,1,11.0,2011.0,"['fb', 'fb', 'c', 'fb', 'p', 'fb', 'bxb', 'bxb', 'fb', 'bsb']",0,7.6,248.91,SLAMEX,2020-08-17,3,Suboptimal,"['majortech.com', 'QSRpoliticsmagazine.com', 'UBCtechreport.com', 'globalfinance.com', 'majorfurnituremagazine.com', 'majorfurnitureinfo.com', 'premierbooksinfo.com']",,bronze,0.0,0.0
72,U,"59257 Alexandra Extensions, North Patriciaside, CA 95432",some_college,business,7,0,3.0,2010.0,['p'],0,1.28,,,2017-09-07,2,ShrewTube,"['nationaltechinfo.com', 'firstoutdoorinfo.com', 'totalwildlifeinfo.com']",,silver,0.0,0.0
39,S,"863 Vang Well, Christianview, WI 53351",grad_college,finance,6,1,35.0,2020.0,"['s', 's', 'c', 'fb', 'bxb', 'bsb', 's', 'bsb', 'fb', 'c']",0,,191.02,pursuit,,0,Spectral,"['totalfinanceclips.com', 'actionfinance.com', 'majorwildlifemagazine.com', 'financenews.com', 'UBCwrestlerreport.com', 'firstwrestlingmagazine.com']",5,gold,1.0,3400.637267423025
43,S,"3206 Fleming Lakes, Erikaside, CA 95691",some_college,,9,0,1.0,2011.0,"['bsb', 'c']",1,81.41,611.9,maincard,2021-01-06,3,DefecTV,"['outdoornews.com', 'UBCtechclips.com', 'totalfurnitureclips.com', 'totalbooksclips.com', 'dailyoutdoormagazine.com', 'firstpoliticsmagazine.com']",,silver,1.0,1988.2876350190515
33,R,"08953 Watson Gardens, Patriciaburgh, PA 17058",grad_high_school,,9,0,9.0,2013.0,"['c', 'bxb', 'c', 'fb', 'c', 'c', 'bsb', 'bxb', 'c', 'fb']",0,17.8,112.17,passport,2021-12-27,4,ShrewTube,"['majortechmagazine.com', 'actionpoliticsnews.com', 'premierwildlifeclips.com', 'premiermarket.com', 'actiontech.com']","4, 5, 5, 5, 5",gold,1.0,2541.028861941719
60,S,"359 Nichols Plains Apt. 963, Lawrencestad, CA 91701",grad_college,business,14,1,1.0,2022.0,"['c', 'fb', 'p']",0,59.79,231.08,maincard,2018-11-21,1,DefecTV,"['firstrecipesnews.com', 'wildlifeclips.com', 'dailysportsnews.com', 'premierwildlifereport.com', 'nationaltechclips.com']",,silver,1.0,2761.444005057901
56,U,"20614 Lee Extension Unit 029, East Scott, CA 95469",grad_college,business,12,1,5.0,2010.0,"['c', 'c', 'fb', 'bsb', 's', 'fb', 'fb', 'fb', 'bsb', 'c']",1,36.82,101.85,maincard,2022-04-29,4,nan,"['totalfinancereport.com', 'nationalwildlifereport.com', 'majortechclips.com']",,silver,0.0,0.0
35,S,"82314 Wright Parks Unit 818, New Joshua, OR 97204",grad_college,marketing,7,1,4.0,2015.0,"['fb', 'fb', 'c', 'fb']",1,22.5,135.31,maincard,2021-12-20,1,ShrewTube,"['totalfinancemagazine.com', 'majorfurniturereport.com', 'UBCfinanceclips.com']",1,bronze,0.0,0.0
68,U,"25176 Andrea Route Unit 098, Port Theresa, FL 32767",grad_high_school,government,10,1,1.0,2018.0,['fb'],0,31.04,34.86,maincard,2018-07-27,5,Infinity,"['globaloutdoormagazine.com', 'premierfinanceclips.com']",,silver,1.0,1387.526496951466
